SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,LEAF_ANGLE,GPS,GPS,GPS,GPS,GPS,GPS,GPS,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
9,10:44:50,7/18/24,Autogsw_F1s,KellerLab,,F1B,10,10,0.938833,2.917437,0.710268,6.562812,1.703488,1.520661,2.60925,0.905761,15.178761,17.003679,26.044704,0.441786,PSF-00474_20240718104450,0,0,0,96.256256,284.808411,0.662032,0.5,0.8,98.748978,55.12,49.2,24.52,21.72,100.18,156.2,155.3,0.5,373,3.959,-7,20,266,58.88,51.69,21.14,157.49,20.85,108.18,43.34,14:02:51,7/18/24,44.43322,-73.195427,94.400002,11,0.99,10:39:22,7/18/24,-0.1,-0.002,-0.002,0.016,-1.123,-0.296,0.868,1,150,0.005,2,0,rectangular,7000,10,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.48267,2.454041,1.662057,0.83627,0.27795,-0.030829,0.207584,0.42512,96.256256,0.000214,2.402632,-0.000055,1,2.369919,-0.000062,1,0.601405,0.600292,0.107003,0,PSF-00474_20240718104450,PFA-00562,PSA-00547,PSF-00474,RHS-0663,2.0.0,2024-07-11T20:02:46.325Z
10,10:46:04,7/18/24,Autogsw_F1s,KellerLab,,F1B,10,9,0.598101,2.9214,0.49646,8.529727,1.763644,1.526883,3.440393,1.676749,15.239147,17.602158,34.337063,0.441786,PSF-00474_20240718104604,0,0,0,107.054115,141.900299,0.245568,0.5,0.8,23.056973,56.23,48.68,24.77,26.33,100.19,156.7,155.5,0.7,235,3.956,-23,4,34,38.02,78.78,23.33,-135.85,20.85,108.65,43.01,14:04:05,7/18/24,44.433208,-73.195404,94.400002,11,0.99,10:39:22,7/18/24,-0.1,0.003,0.004,0.015,-1.056,-1.749,-3.882,1,150,0.005,2,0,rectangular,7000,10,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.481882,2.455441,1.666174,0.836608,0.275245,0.01944,0.216603,0.307249,107.054115,0.000221,2.402632,-0.000055,1,2.369919,-0.000062,1,0.601405,0.600292,0.107003,0,PSF-00474_20240718104604,PFA-00562,PSA-00547,PSF-00474,RHS-0663,2.0.0,2024-07-11T20:02:46.325Z
11,10:46:24,7/18/24,Autogsw_F1s,KellerLab,,F1B,10,9,0.780323,2.917514,0.615658,9.580179,1.862181,1.595743,3.380331,1.51815,15.928243,18.587746,33.741474,0.441786,PSF-00474_20240718104624,0,0,0,113.911629,157.828339,0.278256,0.5,0.8,186.135788,59.06,50.61,24.86,26.03,100.18,156.2,156.1,0,1672,3.958,-21,2,127,24.95,90.67,21.09,-47.43,20.85,108.65,43.01,14:04:25,7/18/24,44.433228,-73.195374,95.400002,11,0.99,10:39:22,7/18/24,-0.1,0.003,-0.002,0.011,-1.117,-2.381,-6.241,1,150,0.005,2,0,rectangular,7000,10,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.484533,2.459113,1.662136,0.837689,0.274258,0.014862,0.219027,1.533655,113.911629,0.000213,2.402632,-0.000055,1,2.369919,-0.000062,1,0.601405,0.600292,0.107003,0,PSF-00474_20240718104624,PFA-00562,PSA-00547,PSF-00474,RHS-0663,2.0.0,2024-07-11T20:02:46.325Z
12,10:46:40,7/18/24,Autogsw_F1s,KellerLab,,F1B,10,9,0.846573,2.917323,0.656162,8.665067,1.78926,1.548059,3.080086,1.290827,15.452393,17.860001,30.744751,0.441786,PSF-00474_20240718104640,0,0,0,130.53775,216.957809,0.398327,0.5,0.8,220.487381,56.51,48.89,24.93,24.47,100.18,156.2,155.6,0.3,1384,3.956,-34,5,247,73.71,28.06,34.32,75.89,20.85,108.65,43.01,14:04:41,7/18/24,44.433224,-73.195396,95.5,11,0.99,10:39:22,7/18/24,-0.1,0.001,0.003,0.018,-2.015,-2.602,2.459,1,150,0.005,2,0,rectangular,7000,10,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.48213,2.455761,1.661939,0.836825,0.273506,-0.004215,0.220752,1.287534,130.53775,0.000222,2.402632,-0.000055,1,2.369919,-0.000062,1,0.601405,0.600292,0.107003,0,PSF-00474_20240718104640,PFA-00562,PSA-00547,PSF-00474,RHS-0663,2.0.0,2024-07-11T20:02:46.325Z
13,10:47:32,7/18/24,Autogsw_F1s,KellerLab,,F1B,10,8,0.730825,2.919772,0.584519,9.134014,1.843626,1.590001,3.368421,1.524795,15.870923,18.402536,33.622597,0.441786,PSF-00474_20240718104732,0,0,0,115.965126,202.914124,0.428501,0.5,0.8,279.812897,57.38,49.48,25.18,25.97,100.18,156.5,154.6,1.2,1633,3.956,-13,-2,212,45.37,70.25,13.15,23.18,20.85,108.89,42.84,14:05:33,7/18/24,44.433243,-73.195396,96.400002,11,0.99,10:39:22,7/18/24,-0.1,0.003,0,0.021,-0.111,-0.447,-0.464,1,150,0.005,2,0,rectangular,7000,10,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.482885,2.456828,1.664477,0.83493,0.270825,0.010456,0.226879,1.499674,115.965126,0.000218,2.402632,-0.000055,1,2.369919,-0.000062,1,0.601405,0.600292,0.107003,0,PSF-00474_20240718104732,PFA-00562,PSA-00547,PSF-00474,RHS-0663,2.0.0,2024-07-11T20:02:46.325Z
14,10:47:50,7/18/24,Autogsw_F1s,KellerLab,,F1B,10,8,0.642264,2.917663,0.52639,8.162405,1.80215,1.575056,3.315782,1.513632,15.723433,17.990469,33.100723,0.441786,PSF-00474_20240718104750,0,0,0,129.368301,220.89386,0.414342,0.5,0.8,286.830872,55.81,48.78,25.26,25.7,100.17,156.2,152.8,2.2,1731,3.954,-13,-6,159,30.38,86.27,14.3,-46.04,20.85,108.89,42.84,14:05:51,7/18/24,44.433247,-73.195389,96.599998,11,0.99,10:39:22,7/18/24,-0.1,-0.002,-0.002,0.015,0.931,1.932,0.843,1,150,0.005,2,0,rectangular,7000,10,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.481883,2.454755,1.66229,0.831777,0.26994,0.006368,0.228875,1.58339,129.368301,0.00022,2.402632,-0.000055,1,2.369919,-0.000062,1,0.601405,0.600292,0.107003,0,PSF-00474_20240718104750,PFA-00562,PSA-00547,PSF-00474,RHS-0663,2.0.0,2024-07-11T20:02:46.325Z
15,10:48:07,7/18/24,Autogsw_F1s,KellerLab,,F1B,10,8,0.745186,2.917816,0.593588,6.833412,1.764151,1.573961,2.890662,1.126511,15.71094,17.609367,28.85396,0.441786,PSF-00474_20240718104807,0,0,0,108.517166,293.144348,0.629817,0.5,0.8,224.630981,54.4,48.53,25.33,23.41,100.18,156.2,152.8,2.2,892,3.952,-15,23,308,54.08,58.67,27.23,-173.37,20.85,109.13,42.67,14:06:07,7/18/24,44.433224,-73.195412,99.300003,11,1,10:39:22,7/18/24,-0.1,-0.001,0,0.014,0.07,2.654,1.14,1,150,0.005,2,0,rectangular,7000,10,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.481519,2.452874,1.662449,0.831813,0.269151,-0.021069,0.230655,0.86766,108.517166,0.000221,2.402632,-0.000055,1,2.369919,-0.000062,1,0.601405,0.600292,0.107003,0,PSF-00474_20240718104807,PFA-00562,PSA-00547,PSF-00474,RHS-0663,2.0.0,2024-07-11T20:02:46.325Z
16,10:50:30,7/18/24,Autogsw_F1s,KellerLab,,F1B,10,7,0.462528,2.92001,0.399282,6.480192,1.936873,1.757118,3.518749,1.581876,17.53676,19.330795,35.118572,0.441786,PSF-00474_20240718105030,0,0,0,99.86937,159.660812,0.37449,0.5,0.8,246.991058,57.09,51.79,26.09,26.71,100.2,156.5,155.9,0.4,1649,3.951,-19,3,14,44.63,71.17,19.23,-156.86,20.85,109.61,42.33,14:08:31,7/18/24,44.433239,-73.195427,99.900002,12,0.86,10:50:12,7/18/24,-0.22,0,-0.001,0.003,1.059,-1.633,-2.323,1,150,0.005,2,0,rectangular,7000,10,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.485832,2.456363,1.664725,0.83727,0.26112,0.008411,0.246675,1.513613,99.86937,0.000218,2.402632,-0.000055,1,2.369919,-0.000062,1,0.601405,0.600292,0.107003,0,PSF-00474_20240718105030,PFA-00562,PSA-00547,PSF-00474,RHS-0663,2.0.0,2024-07-11T20:02:46.325Z
17,10:50:46,7/18/24,Autogsw_F1s,KellerLab,,F1B,10,7,0.417231,2.917799,0.365033,6.562868,1.888632,1.706184,3.64026,1.751628,17.029188,18.850176,36.332935,0.441786,PSF-00474_20240718105046,0,0,0,105.702995,139.506699,0.242309,0.5,0.8,158.658112,55.35,50.01,26.19,27.29,100.19,156.2,155.5,0.4,1637,3.951,-27,11,70,16.32,95.97,29,-86.82,20.85,109.61,42.33,14:08:47,7/18/24,44.433254,-73.195427,100.099998,12,0.86,10:50:12,7/18/24,-0.22,0.004,0.004,0.012,-1.752,-3.603,3.212,1,150,0.005,2,0,rectangular,7000,10,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.48333,2.454057,1.662431,0.836625,0.260118,0.01414,0.248307,1.503455,105.702995,0.000222,2.402632,-0.000055,1,2.369919,-0.000062,1,0.601405,0.600292,0.107003,0,PSF-00474_20240718105046,PFA-00562,PSA-00547,PSF-00474,RHS-0663,2.0.0,2024-07-11T20:02:46.325Z
18,10:51:04,7/18/24,Autogsw_F1s,KellerLab,,F1B,10,7,0.490389,2.917061,0.419814,5.87016,1.86612,1.702784,3.231546,1.365426,16.99394,18.624044,32.251122,0.441786,PSF-00474_20240718105104,0,0,0,81.873535,184.255951,0.555653,0.5,0.8,91.550781,54.38,49.62,26.29,25.27,100.2,156.1,155.3,0.5,412,3.941,-15,5,16,40.53,76,15.79,-145.32,20.85,109.85,42.16,14:09:05,7/18/24,44.433304,-73.19545,103.599998,14,0.76,10:50:12,7/18/24,-0.22,0.002,-0.001,0.023,0.082,0.259,-10.899,1,150,0.005,2,0,rectangular,7000,10,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.482768,2.452752,1.661667,0.836202,0.259112,-0.010786,0.250129,0.458395,81.873535,0.000217,2.402632,-0.000055,1,2.369919,-0.000062,1,0.601405,0.600292,0.107003,0,PSF-00474_20240718105104,PFA-00562,PSA-00547,PSF-00474,RHS-0663,2.0.0,2024-07-11T20:02:46.325Z
19,10:56:50,7/18/24,Autogsw_F1s,KellerLab,,F1B,10,2,0.720871,2.919061,0.578106,5.647557,1.853323,1.696375,2.809608,0.956284,16.926428,18.492458,28.034262,0.441786,PSF-00474_20240718105650,0,0,0,90.742706,426.96225,0.787469,0.5,0.8,26.35914,51.65,47.27,27.04,22.94,100.22,156.4,153.9,1.6,84,3.94,-18,28,93,26.1,89.81,32.89,-27.16,20.85,111.07,41.33,14:14:51,7/18/24,44.433311,-73.195457,103.400002,12,0.83,10:50:12,7/18/24,-0.22,0.002,-0.002,0.016,0.006,0.881,1.789,1,150,0.005,2,0,rectangular,7000,10,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.479298,2.448947,1.663738,0.833797,0.251417,-0.046539,0.285467,0.178392,90.742706,0.000225,2.402632,-0.000055,1,2.369919,-0.000062,1,0.601405,0.600292,0.107003,0,PSF-00474_20240718105650,PFA-00562,PSA-00547,PSF-00474,RHS-0663,2.0.0,2024-07-11T20:02:46.325Z
20,10:57:24,7/18/24,Autogsw_F1s,KellerLab,,F1B,10,2,0.816993,2.917071,0.638239,6.477523,1.830733,1.650392,2.824271,0.993539,16.467323,18.266729,28.180082,0.441786,PSF-00474_20240718105724,0,0,0,82.064148,403.67569,0.796708,0.5,0.8,29.466852,51.15,46.11,27,23.03,100.22,156.1,154.3,1.2,92,3.939,-27,32,4,34.27,82.64,40.92,-122,20.85,111.32,41.16,14:15:26,7/18/24,44.433323,-73.195473,103.400002,14,0.76,10:50:12,7/18/24,-0.22,-0.004,0.002,-0.013,-0.129,0.118,-0.019,1,150,0.005,2,0,rectangular,7000,10,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.47769,2.448307,1.661678,0.834349,0.251868,-0.04503,0.288603,0.185883,82.064148,0.000226,2.402632,-0.000055,1,2.369919,-0.000062,1,0.601405,0.600292,0.107003,0,PSF-00474_20240718105724,PFA-00562,PSA-00547,PSF-00474,RHS-0663,2.0.0,2024-07-11T20:02:46.325Z
21,10:57:45,7/18/24,Autogsw_F1s,KellerLab,,F1B,10,2,0.792896,2.918685,0.623512,6.010003,1.809202,1.64206,2.753221,0.944018,16.384714,18.052488,27.472042,0.441786,PSF-00474_20240718105745,0,0,0,82.364204,453.147064,0.81824,0.5,0.8,23.998867,50.64,45.96,26.97,22.61,100.22,156.3,154.1,1.4,73,3.934,-41,-3,325,79.08,18.95,41.09,140.43,20.85,111.32,41.16,14:15:46,7/18/24,44.433308,-73.195442,105.300003,14,0.76,10:50:12,7/18/24,-0.22,0.007,0,0.009,0.407,-0.077,-0.016,1,150,0.005,2,0,rectangular,7000,10,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.477489,2.44764,1.663349,0.83405,0.252176,-0.049432,0.290476,0.169555,82.364204,0.000216,2.402632,-0.000055,1,2.369919,-0.000062,1,0.601405,0.600292,0.107003,0,PSF-00474_20240718105745,PFA-00562,PSA-00547,PSF-00474,RHS-0663,2.0.0,2024-07-11T20:02:46.325Z
22,11:02:29,7/18/24,Autogsw_F1s,KellerLab,,F1B,9,1,0.704233,2.917936,0.567314,9.528212,1.90107,1.636166,3.538647,1.637578,16.325415,18.968586,35.30809,0.441786,PSF-00474_20240718110229,0,0,0,145.504471,215.124603,0.323627,0.5,0.8,218.048264,52.6,45.27,27.17,26.81,100.22,156.2,151.4,3.1,1684,3.932,-21,9,11,40.88,75.61,22.77,-145.16,20.85,112.58,40.33,14:20:29,7/18/24,44.433323,-73.195442,105,14,0.76,11:02:11,7/18/24,-0.12,-0.002,0,0.009,0.212,-0.822,-0.133,1,150,0.005,2,0,rectangular,7000,10,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.476466,2.450043,1.662572,0.829314,0.250206,-0.00319,0.318943,1.543951,145.504471,0.000217,2.402632,-0.000055,1,2.369919,-0.000062,1,0.601405,0.600292,0.107003,0,PSF-00474_20240718110229,PFA-00562,PSA-00547,PSF-00474,RHS-0663,2.0.0,2024-07-11T20:02:46.325Z
23,11:02:53,7/18/24,Autogsw_F1s,KellerLab,,F1B,9,1,0.654715,2.91842,0.53475,9.791078,1.898819,1.626698,3.682795,1.783976,16.230543,18.94566,36.745461,0.441786,PSF-00474_20240718110253,0,0,0,154.410477,220.934265,0.301102,0.5,0.8,216.613525,52.36,44.85,27.22,27.49,100.22,156.3,152.6,2.3,1799,3.932,-36,18,65,11.98,97.82,39.7,-86.07,20.85,112.58,40.33,14:20:54,7/18/24,44.433334,-73.19545,104.800003,13,0.78,11:02:11,7/18/24,-0.12,0.001,0.003,0.014,-0.752,-0.635,-0.582,1,150,0.005,2,0,rectangular,7000,10,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.475863,2.449705,1.663074,0.831435,0.249617,0.004188,0.321314,1.641283,154.410477,0.000217,2.402632,-0.000055,1,2.369919,-0.000062,1,0.601405,0.600292,0.107003,0,PSF-00474_20240718110253,PFA-00562,PSA-00547,PSF-00474,RHS-0663,2.0.0,2024-07-11T20:02:46.325Z
